1.0 C n79 M1
191.3999999999934 CONN n38 n225 up
192.69999999999334 CONN n85 n18 down
193.09999999999332 CONN n157 n225 down
193.69999999999328 CONN n211 n361 up
193.99999999999326 CONN n18 n62 up
194.49999999999324 CONN n120 n19 down
194.9999999999932 CONN n331 n353 up
195.69999999999317 CONN n319 n120 down
197.79999999999305 CONN n358 n154 up
198.19999999999303 CONN n19 n264 up
199.09999999999297 CONN n249 n282 up
199.29999999999296 CONN n264 n319 up
199.69999999999294 CONN n157 n282 up
199.79999999999293 CONN n289 n318 down
199.99999999999292 CONN n264 n18 up
200.89999999999287 CONN n19 n18 up
201.19999999999285 CONN n98 n356 up
201.19999999999285 CONN n335 n18 down
201.59999999999283 CONN n335 n120 up
202.2999999999928 CONN n225 n249 up
202.59999999999278 CONN n62 n335 down
203.19999999999274 CONN n361 n225 up
204.59999999999266 CONN n208 n85 up
206.39999999999256 CONN n319 n18 up
206.59999999999255 CONN n157 n249 down
208.09999999999246 CONN n335 n19 down
208.89999999999242 CONN n157 n69 down
208.9999999999924 CONN n38 n361 down
209.79999999999237 CONN n211 n354 down
209.99999999999235 CONN n225 n69 up
210.09999999999235 CONN n225 n38 down
210.29999999999234 CONN n334 n335 up
210.29999999999234 CONN n331 n353 down
210.7999999999923 CONN n157 n282 down
210.7999999999923 CONN n65 n294 up
211.39999999999227 CONN n249 n282 down
211.69999999999226 CONN n88 n223 down
212.09999999999224 CONN n120 n208 down
212.5999999999922 CONN n223 n88 up
215.09999999999206 CONN n335 n208 up
216.199999999992 CONN n362 n378 up
216.399999999992 CONN n319 n335 down
217.19999999999195 CONN n18 n19 down
217.39999999999193 CONN n249 n361 up
218.69999999999186 CONN n264 n19 down
219.19999999999183 CONN n9 n6 up
219.49999999999181 CONN n85 n120 up
219.49999999999181 CONN n120 n208 up
219.8999999999918 CONN n38 n211 up
222.29999999999166 CONN n249 n211 up
222.79999999999163 CONN n225 n354 up
222.99999999999162 CONN n225 n69 down
223.0999999999916 CONN n334 n85 up
224.59999999999152 CONN n354 n361 up
224.69999999999152 CONN n362 n378 down
227.19999999999138 CONN n69 n152 up
228.19999999999132 CONN n62 n18 down
228.29999999999131 CONN n62 n19 down
229.69999999999123 CONN n282 n157 up
230.59999999999118 CONN n249 n361 down
230.89999999999117 CONN n211 n361 down
231.49999999999113 CONN n154 n358 down
232.39999999999108 CONN n19 n334 up
234.19999999999098 CONN n358 n101 up
234.39999999999097 CONN n335 n120 down
234.69999999999095 CONN n157 n152 up
235.3999999999909 CONN n334 n85 down
236.09999999999087 CONN n18 n335 up
236.19999999999087 CONN n19 n319 down
236.49999999999085 CONN n353 n331 up
237.1999999999908 CONN n225 n249 down
237.2999999999908 CONN n121 n359 up
237.69999999999078 CONN n335 n208 down
237.99999999999076 CONN n249 n211 down
240.59999999999062 CONN n208 n334 down
241.19999999999058 CONN n353 n154 up
241.79999999999055 CONN n88 n223 down
242.09999999999053 CONN n157 n69 up
242.6999999999905 CONN n120 n334 down
242.99999999999048 CONN n249 n69 down
243.49999999999045 CONN n283 n273 up
243.49999999999045 CONN n319 n335 up
243.79999999999043 CONN n211 n38 down
243.99999999999042 CONN n349 n342 up
244.2999999999904 CONN n154 n331 up
245.9999999999903 CONN n284 n77 up
246.59999999999027 CONN n335 n264 up
247.49999999999022 CONN n121 n359 down
247.7999999999902 CONN n225 n354 down
248.29999999999018 CONN n335 n85 down
248.99999999999014 CONN n335 n19 up
249.5999999999901 CONN n9 n6 down
249.6999999999901 CONN n361 n225 down
250.19999999999007 CONN n264 n62 down
250.39999999999006 CONN n319 n19 up
251.59999999999 CONN n331 n154 down
251.79999999998998 CONN n249 n69 up
251.79999999998998 CONN n334 n319 up
252.09999999998996 CONN n249 n69 down
253.49999999998988 CONN n208 n334 up
253.79999999998986 CONN n335 n208 up
255.19999999998979 CONN n264 n334 up
255.49999999998977 CONN n358 n101 down
255.89999999998975 CONN n18 n334 up
256.7999999999899 CONN n354 n249 up
256.8999999999899 CONN n154 n353 down
259.7999999999906 CONN n208 n18 up
