1.0 C n79 M1
22.60000000000005 CONN n225 n9 down
22.900000000000055 CONN n19 n26 up
25.000000000000085 CONN n225 n19 up
25.30000000000009 CONN n358 n101 up
25.500000000000092 CONN n26 n9 down
25.600000000000094 CONN n69 n19 up
26.200000000000102 CONN n26 n38 up
26.900000000000112 CONN n9 n69 down
26.900000000000112 CONN n361 n319 up
27.000000000000114 CONN n152 n282 up
27.200000000000117 CONN n334 n331 up
27.700000000000124 CONN n62 n334 down
28.300000000000132 CONN n334 n225 down
29.000000000000142 CONN n88 n85 up
29.800000000000153 CONN n19 n317 up
30.20000000000016 CONN n335 n9 up
30.600000000000165 CONN n249 n361 down
30.600000000000165 CONN n78 n67 up
30.90000000000017 CONN n249 n62 up
31.00000000000017 CONN n69 n335 down
31.100000000000172 CONN n157 n334 up
32.000000000000185 CONN n98 n77 up
32.50000000000019 CONN n335 n26 down
32.9000000000002 CONN n249 n9 down
33.80000000000021 CONN n9 n334 down
34.100000000000215 CONN n69 n334 down
34.50000000000022 CONN n335 n157 down
35.20000000000023 CONN n26 n334 down
35.90000000000024 CONN n157 n154 down
36.40000000000025 CONN n319 n26 up
36.40000000000025 CONN n319 n69 up
36.70000000000025 CONN n19 n249 up
37.50000000000026 CONN n361 n26 down
38.00000000000027 CONN n361 n225 down
38.10000000000027 CONN n361 n317 down
38.10000000000027 CONN n361 n69 down
38.20000000000027 CONN n62 n317 up
38.400000000000276 CONN n335 n249 down
38.90000000000028 CONN n319 n225 up
39.20000000000029 CONN n212 n273 up
39.700000000000294 CONN n334 n249 down
40.80000000000031 CONN n317 n38 down
41.100000000000314 CONN n354 n208 down
42.00000000000033 CONN n69 n361 up
42.70000000000034 CONN n157 n331 down
42.90000000000034 CONN n335 n249 up
42.90000000000034 CONN n331 n154 up
43.40000000000035 CONN n335 n9 down
43.50000000000035 CONN n9 n62 down
43.60000000000035 CONN n9 n264 up
43.60000000000035 CONN n26 n361 up
45.00000000000037 CONN n120 n264 up
45.50000000000038 CONN n361 n69 down
46.000000000000384 CONN n249 n319 up
46.100000000000385 CONN n19 n317 down
48.300000000000416 CONN n273 n212 down
48.40000000000042 CONN n335 n331 down
48.60000000000042 CONN n26 n317 down
49.50000000000043 CONN n152 n282 down
49.600000000000435 CONN n157 n319 up
50.80000000000045 CONN n157 n335 up
51.100000000000456 CONN n67 n78 down
51.60000000000046 CONN n26 n157 up
52.400000000000475 CONN n225 n317 down
52.70000000000048 CONN n225 n157 up
53.100000000000485 CONN n249 n157 up
53.40000000000049 CONN n361 n319 down
53.800000000000495 CONN n317 n69 down
54.1000000000005 CONN n334 n249 up
55.10000000000051 CONN n331 n334 down
55.40000000000052 CONN n19 n157 up
55.50000000000052 CONN n69 n62 up
56.10000000000053 CONN n9 n120 up
56.20000000000053 CONN n335 n225 up
56.30000000000053 CONN n335 n319 up
56.30000000000053 CONN n69 n157 up
56.90000000000054 CONN n282 n152 up
57.20000000000054 CONN n361 n19 down
57.90000000000055 CONN n358 n331 up
58.100000000000556 CONN n317 n249 down
58.90000000000057 CONN n335 n69 up
60.900000000000595 CONN n335 n19 up
61.90000000000061 CONN n334 n62 up
63.10000000000063 CONN n208 n361 up
63.40000000000063 CONN n163 n338 up
65.00000000000058 CONN n88 n85 down
65.00000000000058 CONN n69 n334 up
65.90000000000053 CONN n19 n62 up
66.00000000000053 CONN n157 n62 up
66.5000000000005 CONN n62 n319 up
66.90000000000047 CONN n225 n62 up
67.50000000000044 CONN n26 n157 down
68.00000000000041 CONN n273 n283 down
68.40000000000039 CONN n26 n249 down
69.00000000000036 CONN n334 n317 up
69.50000000000033 CONN n69 n38 down
69.80000000000031 CONN n335 n334 down
69.9000000000003 CONN n249 n26 up
70.60000000000026 CONN n62 n335 up
72.10000000000018 CONN n318 n289 up
72.20000000000017 CONN n62 n317 down
72.20000000000017 CONN n154 n18 up
75.59999999999998 CONN n85 n88 up
75.69999999999997 CONN n157 n334 down
76.49999999999993 CONN n361 n26 down
76.8999999999999 CONN n273 n283 up
76.8999999999999 CONN n361 n38 down
77.59999999999987 CONN n264 n120 down
78.59999999999981 CONN n18 n331 up
78.7999999999998 CONN n26 n69 down
79.09999999999978 CONN n335 n334 up
79.29999999999977 CONN n157 n38 up
80.09999999999972 CONN n9 n120 down
80.19999999999972 CONN n157 n69 down
80.69999999999969 CONN n101 n358 down
80.79999999999968 CONN n249 n157 down
80.89999999999968 CONN n335 n249 down
81.39999999999965 CONN n69 n335 down
81.79999999999963 CONN n154 n358 up
81.89999999999962 CONN n120 n317 up
82.49999999999959 CONN n317 n69 up
82.99999999999956 CONN n358 n18 up
83.09999999999955 CONN n249 n62 down
84.29999999999949 CONN n334 n319 up
84.29999999999949 CONN n62 n69 down
84.39999999999948 CONN n69 n19 down
84.79999999999946 CONN n9 n85 up
85.49999999999942 CONN n19 n26 down
85.49999999999942 CONN n19 n334 up
85.59999999999941 CONN n88 n264 up
85.99999999999939 CONN n19 n249 down
85.99999999999939 CONN n157 n38 down
86.39999999999937 CONN n62 n225 down
86.39999999999937 CONN n264 n88 down
86.99999999999933 CONN n225 n335 down
87.19999999999932 CONN n69 n319 down
87.99999999999928 CONN n334 n249 down
87.99999999999928 CONN n334 n225 up
88.29999999999926 CONN n319 n26 down
88.49999999999925 CONN n65 n72 up
88.79999999999923 CONN n157 n335 down
88.99999999999922 CONN n319 n249 down
88.99999999999922 CONN n225 n69 down
89.09999999999921 CONN n335 n317 up
89.59999999999918 CONN n157 n62 down
89.89999999999917 CONN n225 n157 down
90.89999999999911 CONN n77 n284 up
92.69999999999901 CONN n358 n331 down
92.899999999999 CONN n85 n264 up
94.09999999999893 CONN n334 n69 down
95.09999999999887 CONN n152 n282 down
95.09999999999887 CONN n157 n319 down
95.69999999999884 CONN n19 n335 down
95.89999999999883 CONN n225 n249 down
96.19999999999881 CONN n72 n65 down
97.19999999999875 CONN n18 n331 down
97.19999999999875 CONN n319 n38 down
97.29999999999875 CONN n85 n9 down
97.39999999999874 CONN n283 n273 down
97.59999999999873 CONN n62 n19 down
99.59999999999862 CONN n38 n208 up
99.69999999999861 CONN n361 n208 down
99.8999999999986 CONN n88 n85 down
100.19999999999858 CONN n358 n331 up
100.39999999999857 CONN n319 n225 down
100.39999999999857 CONN n317 n334 down
100.49999999999856 CONN n157 n19 down
101.5999999999985 CONN n225 n249 up
102.19999999999847 CONN n225 n208 up
102.89999999999843 CONN n225 n334 down
103.3999999999984 CONN n38 n19 down
103.79999999999838 CONN n334 n62 down
104.79999999999832 CONN n317 n69 down
105.89999999999826 CONN n98 n77 down
106.29999999999824 CONN n26 n69 up
106.29999999999824 CONN n208 n19 up
106.49999999999822 CONN n26 n208 up
106.7999999999982 CONN n19 n225 down
106.8999999999982 CONN n208 n157 up
106.9999999999982 CONN n317 n335 down
108.7999999999981 CONN n225 n69 up
109.19999999999807 CONN n334 n208 up
109.69999999999804 CONN n18 n154 down
111.49999999999794 CONN n335 n62 down
111.89999999999792 CONN n323 n320 up
112.0999999999979 CONN n26 n19 up
112.1999999999979 CONN n38 n208 down
112.1999999999979 CONN n19 n335 up
113.09999999999785 CONN n208 n157 down
113.19999999999784 CONN n283 n273 up
113.39999999999783 CONN n152 n282 up
113.49999999999783 CONN n225 n208 down
114.19999999999779 CONN n38 n69 up
115.5999999999977 CONN n26 n334 up
115.7999999999977 CONN n85 n62 up
116.09999999999768 CONN n223 n88 up
116.49999999999766 CONN n208 n319 up
116.79999999999764 CONN n208 n335 up
117.3999999999976 CONN n85 n18 up
117.69999999999759 CONN n26 n38 down
118.49999999999754 CONN n264 n9 down
118.69999999999753 CONN n335 n62 up
120.69999999999742 CONN n358 n331 down
120.8999999999974 CONN n249 n19 up
121.69999999999736 CONN n26 n208 down
122.29999999999733 CONN n62 n208 up
123.29999999999727 CONN n225 n26 down
123.59999999999725 CONN n319 n19 down
123.69999999999725 CONN n26 n335 up
124.4999999999972 CONN n334 n249 up
124.69999999999719 CONN n26 n69 down
125.89999999999712 CONN n26 n208 up
126.1999999999971 CONN n249 n69 down
127.19999999999705 CONN n320 n323 down
129.29999999999694 CONN n335 n249 up
129.39999999999694 CONN n361 n157 up
130.49999999999687 CONN n358 n18 down
130.69999999999686 CONN n225 n26 up
130.89999999999685 CONN n18 n62 up
131.19999999999683 CONN n19 n319 up
131.29999999999683 CONN n249 n335 down
131.39999999999682 CONN n361 n157 down
132.39999999999677 CONN n335 n26 down
132.99999999999673 CONN n85 n264 down
133.3999999999967 CONN n334 n62 up
133.4999999999967 CONN n26 n208 down
134.39999999999665 CONN n249 n69 up
134.39999999999665 CONN n69 n26 up
134.79999999999663 CONN n334 n249 down
134.89999999999662 CONN n101 n358 up
134.89999999999662 CONN n208 n62 down
134.99999999999662 CONN n120 n317 down
137.1999999999965 CONN n208 n319 down
137.59999999999647 CONN n334 n26 down
138.7999999999964 CONN n157 n38 up
140.09999999999633 CONN n223 n88 down
140.19999999999632 CONN n319 n120 up
140.89999999999628 CONN n18 n335 up
141.59999999999624 CONN n335 n19 down
142.4999999999962 CONN n19 n208 down
143.39999999999614 CONN n38 n69 down
143.49999999999613 CONN n85 n62 down
143.9999999999961 CONN n85 n335 up
144.1999999999961 CONN n26 n19 down
144.39999999999608 CONN n120 n62 up
144.79999999999606 CONN n358 n154 down
145.699999999996 CONN n319 n19 down
146.099999999996 CONN n225 n38 down
146.19999999999598 CONN n208 n335 down
146.29999999999598 CONN n19 n249 down
148.09999999999587 CONN n26 n157 up
149.69999999999578 CONN n18 n62 down
150.09999999999576 CONN n334 n19 down
150.19999999999575 CONN n225 n157 up
150.19999999999575 CONN n208 n334 down
152.9999999999956 CONN n319 n335 down
153.49999999999557 CONN n284 n77 down
153.59999999999556 CONN n26 n38 up
153.69999999999555 CONN n62 n335 down
153.89999999999554 CONN n334 n18 up
155.29999999999546 CONN n69 n19 up
155.49999999999545 CONN n85 n264 up
155.79999999999544 CONN n65 n294 up
156.3999999999954 CONN n120 n334 up
157.59999999999533 CONN n157 n249 up
158.49999999999528 CONN n38 n26 down
159.39999999999523 CONN n26 n69 down
160.79999999999515 CONN n273 n283 down
161.5999999999951 CONN n354 n361 up
161.99999999999508 CONN n85 n334 up
162.99999999999503 CONN n283 n273 up
163.599999999995 CONN n249 n26 down
163.699999999995 CONN n69 n19 down
164.69999999999493 CONN n334 n19 up
166.8999999999948 CONN n334 n62 down
167.1999999999948 CONN n85 n319 up
167.89999999999475 CONN n358 n101 down
168.29999999999472 CONN n319 n264 up
168.4999999999947 CONN n19 n120 up
169.49999999999466 CONN n208 n26 up
169.49999999999466 CONN n354 n211 up
171.79999999999453 CONN n38 n157 down
173.39999999999444 CONN n26 n225 down
173.59999999999442 CONN n318 n289 down
173.8999999999944 CONN n26 n208 down
173.9999999999944 CONN n157 n69 up
173.9999999999944 CONN n19 n208 up
174.89999999999435 CONN n18 n358 up
175.5999999999943 CONN n26 n157 down
176.19999999999428 CONN n208 n334 up
178.69999999999413 CONN n62 n264 up
179.0999999999941 CONN n19 n335 up
179.1999999999941 CONN n361 n38 up
180.09999999999405 CONN n273 n283 down
182.9999999999939 CONN n335 n208 up
183.39999999999387 CONN n120 n62 down
184.19999999999382 CONN n19 n85 up
185.29999999999376 CONN n319 n120 down
186.59999999999368 CONN n338 n163 down
187.19999999999365 CONN n334 n319 down
188.2999999999936 CONN n38 n361 down
190.59999999999346 CONN n77 n284 up
191.3999999999934 CONN n335 n120 up
191.7999999999934 CONN n358 n18 down
191.7999999999934 CONN n18 n319 up
192.59999999999334 CONN n85 n264 down
192.59999999999334 CONN n38 n361 up
192.89999999999333 CONN n335 n120 down
194.49999999999324 CONN n18 n334 down
195.0999999999932 CONN n223 n88 up
197.49999999999307 CONN n361 n38 down
197.79999999999305 CONN n85 n319 down
198.799999999993 CONN n335 n18 down
200.4999999999929 CONN n154 n358 up
201.49999999999284 CONN n208 n85 up
203.39999999999273 CONN n120 n208 up
203.8999999999927 CONN n264 n18 up
204.29999999999268 CONN n225 n157 down
205.7999999999926 CONN n225 n282 up
207.99999999999247 CONN n85 n334 down
208.49999999999244 CONN n38 n249 up
209.1999999999924 CONN n19 n264 up
209.59999999999238 CONN n249 n157 down
209.79999999999237 CONN n335 n334 down
210.09999999999235 CONN n354 n361 down
210.49999999999233 CONN n154 n331 down
211.59999999999226 CONN n353 n331 up
212.39999999999222 CONN n338 n163 up
212.99999999999218 CONN n18 n19 up
213.89999999999213 CONN n319 n19 up
213.89999999999213 CONN n378 n362 up
215.19999999999206 CONN n19 n335 down
216.49999999999199 CONN n223 n88 down
216.79999999999197 CONN n19 n85 down
218.69999999999186 CONN n62 n18 up
219.49999999999181 CONN n19 n334 down
219.8999999999918 CONN n18 n85 down
219.8999999999918 CONN n19 n62 up
220.29999999999177 CONN n361 n211 up
220.39999999999176 CONN n69 n249 down
220.39999999999176 CONN n208 n19 down
220.79999999999174 CONN n282 n69 up
222.59999999999164 CONN n264 n319 down
223.1999999999916 CONN n98 n356 up
223.3999999999916 CONN n319 n18 down
223.79999999999157 CONN n85 n18 up
224.09999999999155 CONN n378 n362 down
224.9999999999915 CONN n361 n354 up
225.0999999999915 CONN n19 n120 down
225.89999999999145 CONN n264 n85 up
226.7999999999914 CONN n9 n6 up
226.7999999999914 CONN n208 n18 up
226.8999999999914 CONN n335 n18 up
226.8999999999914 CONN n335 n264 up
227.19999999999138 CONN n249 n225 down
227.49999999999136 CONN n62 n264 down
229.19999999999126 CONN n19 n264 down
230.59999999999118 CONN n154 n358 down
230.59999999999118 CONN n157 n152 up
230.89999999999117 CONN n157 n282 up
231.69999999999112 CONN n264 n62 up
233.09999999999104 CONN n264 n85 down
234.09999999999098 CONN n249 n211 up
234.49999999999096 CONN n38 n211 up
235.89999999999088 CONN n225 n282 down
238.39999999999074 CONN n334 n85 up
238.49999999999073 CONN n354 n211 down
239.49999999999068 CONN n121 n359 up
243.59999999999044 CONN n208 n120 down
244.09999999999042 CONN n211 n361 down
244.5999999999904 CONN n264 n19 up
245.69999999999033 CONN n18 n62 down
248.0999999999902 CONN n85 n120 up
249.29999999999012 CONN n69 n225 down
249.7999999999901 CONN n335 n19 up
250.59999999999005 CONN n335 n85 down
251.69999999998998 CONN n152 n69 up
252.29999999998995 CONN n334 n18 up
252.89999999998992 CONN n120 n208 up
253.49999999998988 CONN n121 n359 down
253.99999999998985 CONN n349 n342 up
256.99999999998994 CONN n319 n264 up
257.7999999999901 CONN n284 n77 down
258.79999999999035 CONN n211 n249 down
258.9999999999904 CONN n361 n249 up
259.8999999999906 CONN n335 n334 up
260.19999999999067 CONN n215 n275 up
260.6999999999908 CONN n85 n18 down
261.699999999991 CONN n6 n9 down
261.9999999999911 CONN n334 n85 down
262.29999999999114 CONN n18 n19 down
262.79999999999126 CONN n18 n264 down
263.8999999999915 CONN n223 n62 up
264.6999999999917 CONN n38 n211 down
265.79999999999194 CONN n62 n223 down
266.5999999999921 CONN n334 n120 down
266.69999999999214 CONN n19 n319 down
266.9999999999922 CONN n335 n264 down
267.8999999999924 CONN n354 n361 down
268.5999999999926 CONN n335 n19 down
268.7999999999926 CONN n18 n19 up
268.89999999999264 CONN n38 n249 down
269.29999999999274 CONN n208 n334 down
270.0999999999929 CONN n152 n282 down
271.19999999999317 CONN n283 n273 up
272.9999999999936 CONN n223 n317 up
274.4999999999939 CONN n282 n157 down
274.59999999999394 CONN n353 n358 up
274.59999999999394 CONN n152 n157 down
275.09999999999405 CONN n284 n77 up
275.49999999999415 CONN n319 n19 up
275.6999999999942 CONN n157 n152 up
275.6999999999942 CONN n18 n208 down
276.89999999999446 CONN n349 n342 down
277.19999999999453 CONN n334 n19 up
277.3999999999946 CONN n294 n65 down
277.3999999999946 CONN n353 n331 down
277.8999999999947 CONN n283 n273 down
278.8999999999949 CONN n319 n334 up
279.199999999995 CONN n319 n334 down
279.39999999999503 CONN n208 n85 down
279.6999999999951 CONN n211 n85 up
280.1999999999952 CONN n6 n9 up
281.29999999999546 CONN n98 n356 down
282.6999999999958 CONN n152 n69 down
282.7999999999958 CONN n334 n19 down
284.39999999999617 CONN n163 n338 down
285.69999999999646 CONN n62 n18 up
286.09999999999656 CONN n101 n358 up
286.1999999999966 CONN n282 n157 up
288.3999999999971 CONN n18 n264 up
290.49999999999756 CONN n211 n38 up
291.4999999999978 CONN n335 n18 down
291.69999999999783 CONN n208 n120 down
291.9999999999979 CONN n18 n334 down
291.9999999999979 CONN n353 n101 up
295.69999999999874 CONN n163 n338 up
295.8999999999988 CONN n85 n120 down
297.1999999999991 CONN n154 n26 up
302.00000000000017 CONN n354 n361 up
302.40000000000026 CONN n18 n62 down
303.0000000000004 CONN n18 n335 up
304.4000000000007 CONN n38 n85 up
304.7000000000008 CONN n282 n69 down
304.90000000000083 CONN n353 n101 down
305.50000000000097 CONN n211 n38 down
305.80000000000103 CONN n157 n69 down
306.6000000000012 CONN n19 n18 down
306.80000000000126 CONN n215 n275 down
308.00000000000153 CONN n120 n334 up
308.00000000000153 CONN n6 n317 up
308.10000000000156 CONN n120 n334 down
309.40000000000185 CONN n211 n120 up
310.4000000000021 CONN n361 n249 down
311.4000000000023 CONN n62 n264 down
311.8000000000024 CONN n282 n152 up
312.10000000000247 CONN n154 n26 down
312.10000000000247 CONN n334 n208 up
312.7000000000026 CONN n77 n284 down
314.1000000000029 CONN n363 n360 up
316.00000000000335 CONN n0 n208 up
316.00000000000335 CONN n0 n335 up
316.00000000000335 CONN n0 n18 up
317.1000000000036 CONN n264 n19 down
317.30000000000365 CONN n223 n62 up
317.4000000000037 CONN n361 n249 up
317.4000000000037 CONN n266 n262 up
317.6000000000037 CONN n211 n85 down
318.0000000000038 CONN n211 n120 down
318.5000000000039 CONN n317 n223 down
321.0000000000045 CONN n358 n101 down
321.30000000000456 CONN n6 n9 down
321.9000000000047 CONN n0 n334 up
322.10000000000474 CONN n354 n249 up
322.7000000000049 CONN n208 n211 up
325.1000000000054 CONN n319 n62 down
325.9000000000056 CONN n211 n334 up
326.3000000000057 CONN n360 n363 down
326.7000000000058 CONN n338 n163 down
330.00000000000654 CONN n211 n0 up
330.2000000000066 CONN n335 n211 up
330.90000000000674 CONN n18 n211 up
332.20000000000704 CONN n223 n19 up
333.3000000000073 CONN n334 n18 up
334.90000000000765 CONN n18 n208 up
336.20000000000795 CONN n319 n264 down
337.10000000000815 CONN n266 n262 down
340.70000000000897 CONN n319 n19 down
342.1000000000093 CONN n264 n211 up
342.1000000000093 CONN n18 n208 down
344.4000000000098 CONN n85 n38 down
344.50000000000983 CONN n223 n264 up
346.6000000000103 CONN n211 n208 down
347.20000000001045 CONN n6 n317 down
348.2000000000107 CONN n120 n282 up
348.50000000001074 CONN n18 n353 up
349.90000000001106 CONN n18 n334 down
350.1000000000111 CONN n301 n317 up
350.20000000001113 CONN n335 n353 up
350.9000000000113 CONN n264 n335 up
351.5000000000114 CONN n223 n62 down
352.3000000000116 CONN n96 n290 up
352.6000000000117 CONN n0 n353 up
353.1000000000118 CONN n0 n264 up
353.2000000000118 CONN n335 n208 down
353.30000000001183 CONN n19 n223 down
354.5000000000121 CONN n335 n334 down
354.8000000000122 CONN n223 n211 up
355.0000000000122 CONN n353 n358 down
356.00000000001245 CONN n284 n77 up
356.3000000000125 CONN n211 n334 down
357.5000000000128 CONN n334 n208 down
357.80000000001286 CONN n157 n282 down
358.1000000000129 CONN n0 n208 down
359.00000000001313 CONN n264 n353 up
360.3000000000134 CONN n378 n349 up
361.5000000000137 CONN n211 n353 up
361.5000000000137 CONN n301 n6 up
362.4000000000139 CONN n320 n212 up
362.700000000014 CONN n319 n62 up
363.10000000001406 CONN n334 n0 down
363.40000000001413 CONN n223 n264 down
363.7000000000142 CONN n354 n249 down
364.6000000000144 CONN n152 n120 up
365.30000000001456 CONN n361 n354 down
367.50000000001506 CONN n223 n211 down
368.2000000000152 CONN n317 n301 down
370.7000000000158 CONN n157 n282 up
371.00000000001586 CONN n319 n19 up
374.3000000000166 CONN n101 n358 up
379.0000000000177 CONN n19 n319 down
379.1000000000177 CONN n361 n354 up
380.1000000000179 CONN n152 n120 down
380.500000000018 CONN n282 n120 down
380.60000000001804 CONN n301 n6 down
382.80000000001854 CONN n19 n6 up
383.1000000000186 CONN n62 n19 down
383.5000000000187 CONN n354 n249 up
387.0000000000195 CONN n378 n349 down
387.4000000000196 CONN n361 n85 up
388.20000000001977 CONN n0 n208 up
389.20000000002 CONN n335 n208 up
389.20000000002 CONN n290 n96 down
389.50000000002007 CONN n177 n273 up
390.1000000000202 CONN n223 n264 up
390.2000000000202 CONN n264 n0 down
390.70000000002034 CONN n264 n335 down
391.60000000002054 CONN n211 n223 up
391.9000000000206 CONN n6 n62 up
392.10000000002066 CONN n284 n77 down
392.2000000000207 CONN n19 n62 up
393.40000000002095 CONN n249 n120 up
394.1000000000211 CONN n0 n211 down
394.4000000000212 CONN n264 n334 up
395.0000000000213 CONN n335 n211 down
396.90000000002175 CONN n361 n249 down
397.00000000002177 CONN n101 n358 down
397.00000000002177 CONN n353 n264 down
397.30000000002184 CONN n96 n290 up
397.6000000000219 CONN n18 n334 up
399.10000000002225 CONN n361 n120 up
399.20000000002227 CONN n208 n18 up
399.3000000000223 CONN n211 n18 down
399.7000000000224 CONN n223 n353 up
400.2000000000225 CONN n120 n354 up
400.6000000000226 CONN n0 n18 down
400.7000000000226 CONN n264 n211 down
401.6000000000228 CONN n154 n331 up
402.0000000000229 CONN n211 n319 up
402.0000000000229 CONN n320 n212 down
402.60000000002304 CONN n264 n18 down
403.8000000000233 CONN n353 n0 down
404.00000000002336 CONN n18 n264 up
404.5000000000235 CONN n258 n338 up
405.0000000000236 CONN n223 n18 up
406.10000000002384 CONN n211 n353 down
406.4000000000239 CONN n211 n319 down
406.50000000002393 CONN n249 n354 down
407.7000000000242 CONN n62 n19 down
408.2000000000243 CONN n211 n62 up
408.5000000000244 CONN n18 n353 down
408.9000000000245 CONN n223 n211 down
409.0000000000245 CONN n354 n85 up
409.5000000000246 CONN n335 n334 up
410.0000000000247 CONN n334 n223 up
410.10000000002475 CONN n249 n120 down
411.100000000025 CONN n101 n319 up
411.200000000025 CONN n6 n211 up
411.50000000002507 CONN n353 n335 down
411.50000000002507 CONN n208 n334 up
412.30000000002525 CONN n301 n19 up
413.5000000000255 CONN n290 n96 down
414.6000000000258 CONN n258 n338 down
414.8000000000258 CONN n335 n223 up
414.90000000002584 CONN n85 n120 up
415.1000000000259 CONN n335 n353 up
415.80000000002605 CONN n62 n319 down
417.10000000002634 CONN n6 n62 down
417.50000000002643 CONN n6 n19 down
417.7000000000265 CONN n353 n319 up
417.8000000000265 CONN n273 n177 down
420.100000000027 CONN n215 n120 up
420.5000000000271 CONN n335 n264 up
420.5000000000271 CONN n215 n120 down
421.10000000002725 CONN n223 n353 down
423.6000000000278 CONN n120 n354 down
426.00000000002836 CONN n335 n0 down
428.20000000002887 CONN n104 n225 up
429.00000000002905 CONN n301 n19 down
429.3000000000291 CONN n331 n154 down
429.7000000000292 CONN n361 n354 down
429.80000000002923 CONN n77 n356 up
430.70000000002943 CONN n264 n208 up
431.4000000000296 CONN n211 n62 down
433.80000000003014 CONN n223 n208 up
434.6000000000303 CONN n0 n208 down
435.0000000000304 CONN n354 n361 up
436.50000000003075 CONN n319 n353 down
438.20000000003114 CONN n211 n6 down
439.10000000003134 CONN n223 n335 down
443.4000000000323 CONN n378 n275 up
444.7000000000326 CONN n301 n211 up
445.30000000003275 CONN n0 n358 up
445.4000000000328 CONN n301 n211 down
446.0000000000329 CONN n0 n353 up
447.7000000000333 CONN n157 n282 down
448.2000000000334 CONN n223 n264 down
448.6000000000335 CONN n157 n282 up
449.30000000003366 CONN n334 n223 down
450.20000000003387 CONN n211 n301 up
451.00000000003405 CONN n120 n354 up
451.1000000000341 CONN n264 n18 down
451.1000000000341 CONN n378 n275 down
451.6000000000342 CONN n104 n225 down
451.6000000000342 CONN n208 n335 down
451.90000000003425 CONN n335 n18 down
455.00000000003496 CONN n120 n361 down
458.10000000003566 CONN n301 n211 down
459.2000000000359 CONN n334 n18 down
459.2000000000359 CONN n211 n62 up
462.00000000003655 CONN n75 n295 up
463.6000000000369 CONN n223 n208 down
465.90000000003744 CONN n361 n120 up
468.7000000000381 CONN n77 n356 down
469.00000000003814 CONN n223 n18 down
470.5000000000385 CONN n264 n335 down
471.4000000000387 CONN n349 n16 up
471.4000000000387 CONN n223 n282 up
474.1000000000393 CONN n208 n264 down
474.30000000003935 CONN n6 n301 up
476.4000000000398 CONN n211 n62 down
478.1000000000402 CONN n334 n353 up
479.3000000000405 CONN n208 n334 down
481.40000000004096 CONN n353 n0 down
482.5000000000412 CONN n358 n0 down
484.7000000000417 CONN n157 n223 up
484.80000000004173 CONN n358 n101 up
486.10000000004203 CONN n81 n88 up
489.0000000000427 CONN n25 n223 up
489.4000000000428 CONN n215 n120 up
491.40000000004324 CONN n354 n215 up
492.40000000004346 CONN n120 n361 down
493.1000000000436 CONN n361 n85 down
493.1000000000436 CONN n18 n334 up
493.20000000004364 CONN n223 n157 down
494.0000000000438 CONN n195 n6 up
495.3000000000441 CONN n361 n85 up
495.50000000004417 CONN n353 n334 down
496.1000000000443 CONN n0 n358 up
497.9000000000447 CONN n88 n81 down
498.50000000004485 CONN n85 n120 down
498.8000000000449 CONN n361 n354 down
499.100000000045 CONN n223 n25 down
500.1000000000452 CONN n223 n282 down
501.4000000000455 CONN n6 n301 down
502.10000000004567 CONN n25 n208 up
504.20000000004615 CONN n358 n101 down
504.20000000004615 CONN n215 n85 up
504.8000000000463 CONN n101 n319 down
