1.0 C n79 M1
639.0000000000767 CONN n25 n358 down
639.1000000000768 CONN n215 n18 up
640.000000000077 CONN n157 n195 up
642.6000000000776 CONN n7 n211 up
643.2000000000777 CONN n264 n361 down
643.4000000000777 CONN n275 n301 down
644.400000000078 CONN n85 n18 down
645.5000000000782 CONN n157 n6 down
647.1000000000786 CONN n38 n20 down
647.6000000000787 CONN n215 n18 down
648.6000000000789 CONN n301 n354 down
649.100000000079 CONN n1 n0 down
649.100000000079 CONN n157 n354 down
649.3000000000791 CONN n361 n18 up
649.4000000000791 CONN n264 n378 down
652.7000000000799 CONN n101 n104 down
654.1000000000802 CONN n85 n6 up
656.5000000000807 CONN n301 n85 up
657.2000000000809 CONN n14 n282 down
657.800000000081 CONN n14 n335 down
658.6000000000812 CONN n323 n334 down
659.4000000000814 CONN n6 n215 up
659.6000000000814 CONN n211 n19 down
659.8000000000815 CONN n358 n6 down
660.6000000000816 CONN n275 n6 down
661.1000000000818 CONN n275 n195 up
662.000000000082 CONN n195 n358 up
662.200000000082 CONN n354 n85 up
662.300000000082 CONN n319 n98 down
664.5000000000825 CONN n110 n100 up
665.9000000000829 CONN n18 n378 up
666.600000000083 CONN n7 n19 down
666.8000000000831 CONN n85 n353 up
668.7000000000835 CONN n195 n358 down
669.6000000000837 CONN n353 n157 down
670.800000000084 CONN n1 n282 up
671.5000000000841 CONN n215 n354 up
672.4000000000843 CONN n258 n149 up
672.8000000000844 CONN n358 n85 up
673.0000000000845 CONN n215 n353 up
673.8000000000847 CONN n354 n275 down
674.7000000000849 CONN n358 n6 up
674.7000000000849 CONN n275 n353 down
676.4000000000852 CONN n282 n284 up
677.1000000000854 CONN n14 n195 up
677.2000000000854 CONN n275 n14 up
677.3000000000854 CONN n14 n157 up
677.6000000000855 CONN n338 n320 up
678.9000000000858 CONN n275 n358 down
679.600000000086 CONN n358 n215 up
680.5000000000862 CONN n192 n289 down
681.1000000000863 CONN n85 n301 down
681.3000000000864 CONN n157 n358 down
683.3000000000868 CONN n7 n211 down
684.5000000000871 CONN n354 n195 up
684.5000000000871 CONN n100 n110 down
687.4000000000877 CONN n26 n29 down
688.1000000000879 CONN n195 n353 up
688.1000000000879 CONN n81 n62 up
692.800000000089 CONN n6 n354 down
694.7000000000894 CONN n177 n320 down
694.7000000000894 CONN n282 n1 down
697.20000000009 CONN n85 n195 up
700.2000000000907 CONN n354 n157 up
701.4000000000909 CONN n208 n81 up
701.600000000091 CONN n354 n275 up
702.1000000000911 CONN n81 n62 down
702.4000000000912 CONN n195 n14 down
702.4000000000912 CONN n149 n258 down
703.3000000000914 CONN n6 n301 down
704.6000000000917 CONN n338 n177 up
705.0000000000917 CONN n338 n177 down
705.4000000000918 CONN n358 n195 up
706.100000000092 CONN n282 n284 down
707.1000000000922 CONN n215 n195 up
709.1000000000927 CONN n354 n358 down
710.9000000000931 CONN n157 n14 down
711.3000000000932 CONN n1 n335 up
711.5000000000932 CONN n157 n195 down
711.5000000000932 CONN n215 n354 down
712.0000000000933 CONN n67 n356 up
712.0000000000933 CONN n14 n354 up
712.4000000000934 CONN n18 n361 down
712.6000000000935 CONN n18 n378 down
715.100000000094 CONN n85 n6 down
715.3000000000941 CONN n195 n275 down
715.5000000000941 CONN n354 n353 down
716.8000000000944 CONN n334 n257 up
718.0000000000947 CONN n338 n320 down
720.4000000000952 CONN n6 n215 down
722.5000000000957 CONN n85 n354 down
723.700000000096 CONN n208 n81 down
726.8000000000967 CONN n354 n195 down
728.000000000097 CONN n354 n157 down
729.9000000000974 CONN n14 n275 down
730.8000000000976 CONN n378 n301 up
735.4000000000987 CONN n85 n358 down
736.0000000000988 CONN n358 n215 down
736.900000000099 CONN n378 n6 up
737.3000000000991 CONN n157 n275 down
737.4000000000991 CONN n275 n14 up
738.0000000000992 CONN n14 n284 up
739.0000000000995 CONN n354 n85 up
739.4000000000996 CONN n334 n257 down
742.6000000001003 CONN n301 n361 up
744.5000000001007 CONN n225 n221 up
745.4000000001009 CONN n284 n275 up
745.600000000101 CONN n6 n361 up
745.600000000101 CONN n378 n358 up
747.3000000001014 CONN n120 n101 up
747.5000000001014 CONN n195 n358 down
748.3000000001016 CONN n353 n85 down
751.6000000001023 CONN n6 n301 up
751.8000000001024 CONN n85 n14 up
752.5000000001025 CONN n361 n358 up
756.2000000001034 CONN n1 n14 up
756.4000000001034 CONN n353 n6 down
758.4000000001039 CONN n354 n284 up
758.6000000001039 CONN n1 n284 up
759.000000000104 CONN n356 n67 down
759.4000000001041 CONN n85 n275 up
759.7000000001042 CONN n225 n221 down
759.7000000001042 CONN n85 n195 down
761.5000000001046 CONN n208 n266 up
763.7000000001051 CONN n215 n14 up
764.3000000001052 CONN n358 n301 up
764.7000000001053 CONN n215 n353 down
765.0000000001054 CONN n378 n353 up
765.8000000001056 CONN n120 n101 down
766.3000000001057 CONN n284 n85 up
766.3000000001057 CONN n290 n120 up
766.5000000001057 CONN n16 n18 up
768.3000000001061 CONN n353 n361 up
769.8000000001065 CONN n284 n215 up
771.5000000001069 CONN n266 n208 down
772.9000000001072 CONN n301 n378 down
773.5000000001073 CONN n354 n215 up
773.8000000001074 CONN n1 n275 up
774.5000000001075 CONN n378 n195 up
774.5000000001075 CONN n84 n88 up
776.2000000001079 CONN n101 n290 up
776.300000000108 CONN n318 n328 up
778.4000000001084 CONN n215 n195 down
778.6000000001085 CONN n284 n354 down
779.2000000001086 CONN n6 n378 down
781.000000000109 CONN n101 n120 up
781.2000000001091 CONN n16 n349 up
781.3000000001091 CONN n275 n215 up
781.7000000001092 CONN n361 n301 down
782.1000000001093 CONN n290 n120 down
783.4000000001096 CONN n1 n215 up
785.10000000011 CONN n284 n275 down
785.50000000011 CONN n195 n361 up
785.6000000001101 CONN n257 n0 up
785.9000000001101 CONN n378 n358 down
788.1000000001106 CONN n85 n284 down
788.1000000001106 CONN n14 n354 down
788.2000000001107 CONN n6 n361 down
790.2000000001111 CONN n290 n101 down
792.0000000001115 CONN n70 n245 up
793.900000000112 CONN n335 n1 down
795.3000000001123 CONN n327 n342 up
795.3000000001123 CONN n284 n215 down
798.300000000113 CONN n284 n1 down
799.5000000001132 CONN n378 n284 up
800.5000000001135 CONN n361 n358 down
803.3000000001141 CONN n84 n88 down
803.3000000001141 CONN n195 n284 up
803.6000000001142 CONN n284 n14 down
804.1000000001143 CONN n353 n378 down
804.6000000001144 CONN n1 n215 down
808.5000000001153 CONN n275 n85 down
808.9000000001154 CONN n361 n284 up
810.2000000001157 CONN n275 n354 down
812.0000000001161 CONN n14 n215 down
815.2000000001168 CONN n327 n342 down
817.3000000001173 CONN n62 n247 up
818.2000000001175 CONN n284 n378 down
820.2000000001179 CONN n353 n6 up
820.400000000118 CONN n353 n361 down
821.8000000001183 CONN n77 n331 up
822.8000000001185 CONN n349 n16 down
824.5000000001189 CONN n318 n328 down
825.000000000119 CONN n221 n120 up
826.2000000001193 CONN n284 n361 down
826.2000000001193 CONN n195 n378 down
826.8000000001194 CONN n14 n85 down
829.0000000001199 CONN n101 n221 up
829.50000000012 CONN n18 n349 up
832.5000000001207 CONN n245 n70 down
833.900000000121 CONN n215 n275 down
835.7000000001215 CONN n0 n257 down
836.3000000001216 CONN n249 n224 up
836.8000000001217 CONN n7 n157 up
837.7000000001219 CONN n284 n353 up
839.1000000001222 CONN n14 n378 up
839.8000000001224 CONN n69 n65 up
843.0000000001231 CONN n195 n284 down
847.3000000001241 CONN n62 n247 down
850.4000000001248 CONN n284 n195 up
850.8000000001249 CONN n14 n275 down
853.3000000001255 CONN n224 n249 down
854.5000000001257 CONN n284 n358 up
855.4000000001259 CONN n16 n349 up
857.4000000001264 CONN n275 n98 up
859.900000000127 CONN n195 n361 down
859.900000000127 CONN n16 n18 down
860.100000000127 CONN n77 n331 down
860.200000000127 CONN n247 n208 up
861.4000000001273 CONN n221 n120 down
862.3000000001275 CONN n1 n275 down
867.0000000001286 CONN n378 n1 up
868.600000000129 CONN n101 n221 down
870.4000000001294 CONN n284 n6 up
872.1000000001297 CONN n85 n215 down
872.3000000001298 CONN n361 n378 down
872.3000000001298 CONN n215 n98 up
877.0000000001309 CONN n6 n301 down
877.1000000001309 CONN n284 n358 down
877.2000000001309 CONN n208 n247 down
877.600000000131 CONN n354 n98 up
878.8000000001313 CONN n20 n16 up
880.2000000001316 CONN n98 n275 down
880.4000000001316 CONN n358 n301 down
880.4000000001316 CONN n358 n20 up
882.200000000132 CONN n349 n16 down
882.200000000132 CONN n20 n6 up
882.200000000132 CONN n1 n98 up
883.2000000001323 CONN n284 n6 down
889.4000000001337 CONN n38 n264 up
889.6000000001337 CONN n262 n172 up
892.3000000001343 CONN n14 n98 up
892.5000000001344 CONN n7 n157 down
895.400000000135 CONN n98 n378 up
895.400000000135 CONN n6 n16 up
897.4000000001355 CONN n358 n16 up
897.7000000001356 CONN n85 n354 down
901.3000000001364 CONN n215 n98 down
906.1000000001375 CONN n98 n85 up
907.4000000001378 CONN n361 n14 up
908.200000000138 CONN n354 n98 down
909.5000000001382 CONN n1 n361 up
912.3000000001389 CONN n98 n14 down
914.0000000001393 CONN n98 n14 up
914.3000000001393 CONN n378 n361 up
915.1000000001395 CONN n98 n85 down
916.4000000001398 CONN n378 n14 down
916.4000000001398 CONN n361 n98 up
921.800000000141 CONN n85 n378 up
922.0000000001411 CONN n323 n275 up
922.4000000001412 CONN n353 n358 down
929.6000000001428 CONN n349 n18 down
932.0000000001434 CONN n78 n356 up
935.4000000001441 CONN n6 n353 down
940.1000000001452 CONN n81 n85 up
944.3000000001462 CONN n172 n262 down
947.0000000001468 CONN n69 n65 down
947.2000000001468 CONN n264 n38 down
948.9000000001472 CONN n98 n378 down
950.0000000001475 CONN n311 n301 up
950.8000000001476 CONN n349 n358 up
951.8000000001479 CONN n16 n353 up
952.600000000148 CONN n323 n275 down
956.3000000001489 CONN n323 n335 up
958.8000000001495 CONN n7 n85 up
959.6000000001496 CONN n78 n356 down
964.6000000001508 CONN n353 n20 up
965.3000000001509 CONN n16 n358 down
965.600000000151 CONN n353 n284 down
966.5000000001512 CONN n1 n14 down
966.8000000001513 CONN n353 n6 up
967.4000000001514 CONN n81 n378 up
968.7000000001517 CONN n195 n16 up
969.0000000001518 CONN n358 n20 down
969.7000000001519 CONN n358 n6 down
970.3000000001521 CONN n284 n195 down
970.7000000001522 CONN n1 n378 down
971.5000000001523 CONN n85 n81 down
975.0000000001531 CONN n104 n358 up
978.1000000001538 CONN n354 n215 down
979.1000000001541 CONN n225 n249 up
980.2000000001543 CONN n195 n6 up
981.4000000001546 CONN n20 n195 up
983.400000000155 CONN n361 n98 down
988.1000000001561 CONN n349 n358 down
988.6000000001562 CONN n7 n378 up
990.3000000001566 CONN n266 n215 up
990.3000000001566 CONN n257 n335 up
990.9000000001568 CONN n260 n211 up
992.3000000001571 CONN n361 n14 down
993.0000000001572 CONN n318 n192 up
993.6000000001574 CONN n1 n98 down
996.0000000001579 CONN n14 n98 down
996.8000000001581 CONN n311 n301 down
1000.3000000001589 CONN n378 n361 down
1005.00000000016 CONN n358 n290 up
1005.20000000016 CONN n378 n81 down
1007.9000000001606 CONN n260 n211 down
1008.4000000001607 CONN n81 n361 up
1009.600000000161 CONN n192 n318 down
1013.6000000001619 CONN n358 n104 down
1013.900000000162 CONN n1 n361 down
1014.4000000001621 CONN n14 n323 up
1016.8000000001626 CONN n311 n6 up
1017.2000000001627 CONN n349 n6 up
1019.6000000001633 CONN n311 n353 up
1020.2000000001634 CONN n311 n6 down
1020.4000000001635 CONN n290 n104 up
1020.5000000001635 CONN n361 n7 up
1021.6000000001637 CONN n353 n349 up
1023.4000000001641 CONN n323 n81 up
1024.7000000001635 CONN n14 n81 up
1026.500000000162 CONN n16 n6 down
1027.0000000001614 CONN n20 n6 down
1029.700000000159 CONN n7 n85 down
1029.800000000159 CONN n358 n290 down
1031.6000000001573 CONN n16 n353 down
1032.7000000001563 CONN n150 n163 up
1033.3000000001557 CONN n20 n353 down
1033.3000000001557 CONN n81 n361 down
1033.4000000001556 CONN n266 n215 down
1033.7000000001553 CONN n378 n7 down
1036.0000000001532 CONN n311 n195 up
1041.6000000001482 CONN n349 n195 up
1041.9000000001479 CONN n6 n195 down
1042.0000000001478 CONN n225 n249 down
1044.000000000146 CONN n257 n29 up
1045.100000000145 CONN n16 n195 down
1046.0000000001442 CONN n364 n121 up
1046.8000000001434 CONN n29 n257 down
1049.2000000001412 CONN n195 n20 down
1049.8000000001407 CONN n16 n98 up
1050.9000000001397 CONN n289 n317 up
1053.6000000001372 CONN n98 n20 up
1054.6000000001363 CONN n6 n353 down
1055.9000000001352 CONN n335 n323 down
1058.200000000133 CONN n81 n257 up
1059.8000000001316 CONN n364 n121 down
1060.0000000001314 CONN n349 n6 down
1062.0000000001296 CONN n358 n221 up
1062.4000000001292 CONN n257 n335 down
1064.5000000001273 CONN n152 n247 up
1066.5000000001255 CONN n163 n150 down
1067.100000000125 CONN n257 n14 up
1073.3000000001193 CONN n266 n378 up
1073.5000000001191 CONN n283 n363 up
1075.6000000001172 CONN n195 n311 down
1078.3000000001148 CONN n284 n311 up
1078.6000000001145 CONN n353 n311 down
1078.7000000001144 CONN n361 n266 up
1080.6000000001127 CONN n247 n152 down
1080.6000000001127 CONN n266 n378 down
1082.0000000001114 CONN n7 n361 down
1084.0000000001096 CONN n221 n358 down
1086.2000000001076 CONN n323 n7 up
1090.6000000001036 CONN n16 n257 up
1091.4000000001029 CONN n104 n353 up
1091.8000000001025 CONN n290 n353 up
1092.2000000001021 CONN n7 n14 up
1092.6000000001018 CONN n323 n81 down
1095.1000000000995 CONN n289 n317 down
1095.700000000099 CONN n20 n257 up
1096.700000000098 CONN n16 n98 down
1098.4000000000965 CONN n195 n290 up
1100.000000000095 CONN n98 n349 up
1100.100000000095 CONN n20 n98 down
1100.6000000000945 CONN n98 n311 up
1101.3000000000939 CONN n16 n81 up
1107.0000000000887 CONN n353 n349 down
1107.4000000000883 CONN n16 n1 up
1108.5000000000873 CONN n81 n20 up
1110.5000000000855 CONN n195 n104 up
1111.2000000000849 CONN n195 n98 up
1112.100000000084 CONN n349 n290 up
1118.5000000000782 CONN n79 n84 up
1122.000000000075 CONN n247 n157 up
1122.4000000000747 CONN n172 n262 up
1122.8000000000743 CONN n98 n195 down
1125.1000000000722 CONN n311 n98 down
1125.6000000000718 CONN n266 n361 down
1126.8000000000707 CONN n290 n98 up
1131.3000000000666 CONN n101 n120 down
1132.6000000000654 CONN n195 n349 down
1132.7000000000653 CONN n20 n1 up
1133.2000000000648 CONN n84 n79 down
1135.0000000000632 CONN n323 n266 up
1135.300000000063 CONN n67 n319 up
1135.6000000000627 CONN n311 n284 down
1135.7000000000626 CONN n14 n16 up
1136.400000000062 CONN n157 n247 down
1136.8000000000616 CONN n331 n275 up
1143.7000000000553 CONN n84 n152 up
1147.400000000052 CONN n353 n290 down
1148.0000000000514 CONN n104 n98 up
1148.0000000000514 CONN n18 n212 up
1150.500000000049 CONN n363 n283 down
1150.500000000049 CONN n275 n331 down
1151.600000000048 CONN n195 n98 up
1152.0000000000477 CONN n195 n290 down
1153.6000000000463 CONN n7 n16 up
1155.3000000000447 CONN n1 n81 up
1155.6000000000445 CONN n7 n81 up
1155.9000000000442 CONN n152 n84 down
1156.4000000000437 CONN n29 n257 up
1157.4000000000428 CONN n98 n353 up
1159.300000000041 CONN n120 n101 up
1160.1000000000404 CONN n104 n290 down
1160.7000000000398 CONN n7 n20 up
1162.4000000000383 CONN n14 n20 up
1162.5000000000382 CONN n29 n20 up
1162.600000000038 CONN n29 n257 down
1162.600000000038 CONN n7 n257 up
1163.3000000000375 CONN n273 n363 up
1164.1000000000367 CONN n349 n98 down
1164.5000000000364 CONN n334 n338 up
1166.4000000000347 CONN n29 n257 up
1167.4000000000337 CONN n14 n81 down
1167.6000000000336 CONN n349 n29 up
1168.5000000000327 CONN n98 n290 down
1169.400000000032 CONN n1 n7 up
1170.0000000000314 CONN n378 n85 down
1171.60000000003 CONN n16 n323 up
1172.0000000000296 CONN n320 n328 up
1172.600000000029 CONN n224 n301 up
1176.2000000000257 CONN n273 n363 down
1176.8000000000252 CONN n67 n319 down
1177.2000000000248 CONN n290 n29 up
1178.000000000024 CONN n81 n29 up
1180.200000000022 CONN n172 n262 down
1181.8000000000206 CONN n311 n81 up
1183.600000000019 CONN n311 n29 up
1184.0000000000186 CONN n18 n212 down
1184.4000000000183 CONN n1 n311 up
1185.0000000000177 CONN n353 n104 down
1185.900000000017 CONN n84 n157 up
1186.6000000000163 CONN n334 n338 down
1186.900000000016 CONN n1 n16 down
1188.000000000015 CONN n20 n311 up
1188.6000000000145 CONN n331 n67 up
1191.0000000000123 CONN n353 n221 up
1191.200000000012 CONN n29 n311 down
1194.500000000009 CONN n224 n301 down
1196.3000000000075 CONN n311 n7 up
1197.3000000000065 CONN n149 n152 up
1198.8000000000052 CONN n29 n7 up
1200.200000000004 CONN n195 n104 down
1200.5000000000036 CONN n323 n7 down
1201.200000000003 CONN n195 n221 up
1201.300000000003 CONN n157 n84 down
1201.6000000000026 CONN n331 n74 up
1202.6000000000017 CONN n331 n74 down
1204.2000000000003 CONN n353 n98 down
1204.7999999999997 CONN n20 n290 up
1205.1999999999994 CONN n323 n1 up
1207.3999999999974 CONN n290 n257 up
1207.9999999999968 CONN n7 n290 up
1208.799999999996 CONN n320 n328 down
1208.999999999996 CONN n257 n311 up
1209.6999999999953 CONN n20 n349 up
1210.8999999999942 CONN n290 n81 up
1210.999999999994 CONN n1 n257 up
1212.5999999999926 CONN n257 n349 up
1212.5999999999926 CONN n349 n7 up
1214.8999999999905 CONN n294 n301 up
1215.39999999999 CONN n81 n349 up
1218.2999999999874 CONN n67 n74 up
1220.2999999999856 CONN n191 n297 up
1220.2999999999856 CONN n98 n221 up
1222.099999999984 CONN n81 n16 down
1222.3999999999837 CONN n14 n323 down
1222.4999999999836 CONN n67 n331 down
1222.9999999999832 CONN n14 n257 down
1226.9999999999795 CONN n311 n349 up
1226.9999999999795 CONN n323 n16 down
1227.2999999999793 CONN n349 n16 up
1227.2999999999793 CONN n311 n323 up
1228.0999999999785 CONN n149 n152 down
1229.9999999999768 CONN n14 n349 up
1230.0999999999767 CONN n349 n1 up
1230.3999999999764 CONN n257 n16 down
1230.899999999976 CONN n98 n104 down
1231.7999999999752 CONN n301 n294 down
1231.7999999999752 CONN n74 n282 up
1235.5999999999717 CONN n323 n349 up
1235.6999999999716 CONN n67 n282 up
1235.8999999999714 CONN n98 n353 up
1236.499999999971 CONN n191 n297 down
1236.6999999999707 CONN n120 n101 down
1241.3999999999664 CONN n70 n295 up
1241.899999999966 CONN n247 n85 up
1245.099999999963 CONN n16 n20 down
1245.099999999963 CONN n16 n7 down
1249.0999999999594 CONN n215 n84 up
1249.699999999959 CONN n7 n311 down
1250.9999999999577 CONN n282 n74 down
1250.9999999999577 CONN n14 n290 up
1251.0999999999576 CONN n311 n20 down
1253.2999999999556 CONN n290 n1 up
1255.099999999954 CONN n215 n84 down
1255.2999999999538 CONN n221 n353 down
1257.5999999999517 CONN n282 n67 down
1257.7999999999515 CONN n81 n323 up
1258.0999999999513 CONN n188 n282 up
1259.39999999995 CONN n221 n195 down
1259.7999999999497 CONN n29 n14 up
1259.8999999999496 CONN n349 n257 down
1261.3999999999482 CONN n323 n14 up
1262.5999999999472 CONN n353 n98 down
1262.5999999999472 CONN n266 n349 up
1262.699999999947 CONN n257 n311 down
1262.699999999947 CONN n1 n29 up
1264.4999999999454 CONN n323 n290 up
1264.4999999999454 CONN n1 n7 down
1264.7999999999452 CONN n349 n16 down
1266.4999999999436 CONN n14 n7 down
1267.5999999999426 CONN n70 n295 down
1268.4999999999418 CONN n311 n266 up
1268.4999999999418 CONN n68 n191 up
1268.9999999999413 CONN n311 n81 down
1270.0999999999403 CONN n349 n7 down
1270.9999999999395 CONN n29 n323 up
1272.699999999938 CONN n20 n323 up
1273.799999999937 CONN n349 n311 down
1275.1999999999357 CONN n149 n157 up
1275.999999999935 CONN n1 n349 down
1276.2999999999347 CONN n319 n78 up
1278.4999999999327 CONN n311 n1 down
1278.5999999999326 CONN n349 n81 down
1279.3999999999319 CONN n335 n16 up
1281.1999999999302 CONN n349 n20 down
1281.6999999999298 CONN n290 n7 down
1281.9999999999295 CONN n257 n290 down
1282.9999999999286 CONN n104 n7 up
1283.7999999999279 CONN n311 n323 down
1283.8999999999278 CONN n69 n72 up
1285.0999999999267 CONN n290 n266 up
1285.3999999999264 CONN n1 n257 down
1285.899999999926 CONN n282 n188 down
1287.2999999999247 CONN n85 n247 down
1287.8999999999241 CONN n75 n353 up
1289.2999999999229 CONN n29 n7 down
1289.3999999999228 CONN n257 n29 down
1289.7999999999224 CONN n191 n68 down
1290.299999999922 CONN n266 n1 up
1290.8999999999214 CONN n257 n104 up
1291.4999999999209 CONN n29 n349 down
1292.49999999992 CONN n29 n266 up
1292.6999999999198 CONN n7 n81 down
1292.7999999999197 CONN n195 n75 up
1292.7999999999197 CONN n311 n266 down
1293.3999999999191 CONN n290 n1 down
1293.6999999999189 CONN n20 n104 up
1293.8999999999187 CONN n84 n85 up
1294.7999999999179 CONN n81 n290 down
1296.5999999999162 CONN n14 n266 up
1297.2999999999156 CONN n149 n157 down
1297.2999999999156 CONN n81 n266 up
1297.3999999999155 CONN n20 n290 down
1297.3999999999155 CONN n29 n104 up
1297.5999999999153 CONN n221 n98 down
1298.6999999999143 CONN n104 n257 down
1299.099999999914 CONN n20 n257 down
1299.5999999999135 CONN n14 n104 up
1299.7999999999133 CONN n72 n69 down
1300.5999999999126 CONN n257 n81 down
1300.5999999999126 CONN n152 n328 up
1300.9999999999122 CONN n349 n14 down
1301.6999999999116 CONN n20 n266 up
1301.9999999999113 CONN n323 n349 down
1302.9999999999104 CONN n7 n104 down
1303.39999999991 CONN n104 n323 up
1303.7999999999097 CONN n104 n16 up
1305.2999999999083 CONN n98 n353 up
1305.4999999999081 CONN n75 n98 up
1305.8999999999078 CONN n349 n266 down
1305.8999999999078 CONN n104 n266 up
1308.0999999999058 CONN n290 n104 up
1308.6999999999052 CONN n84 n85 down
1309.5999999999044 CONN n16 n104 down
1310.6999999999034 CONN n16 n14 down
1310.9999999999031 CONN n290 n266 down
1311.5999999999026 CONN n290 n29 down
1312.199999999902 CONN n20 n104 down
1312.7999999999015 CONN n349 n104 up
1313.4999999999009 CONN n14 n290 down
1313.4999999999009 CONN n104 n266 down
1316.7999999998979 CONN n323 n290 down
1316.8999999998978 CONN n104 n323 down
1317.799999999897 CONN n20 n7 down
1317.8999999998969 CONN n38 n212 up
1317.8999999998969 CONN n290 n29 up
1318.4999999998963 CONN n104 n29 down
1319.0999999998958 CONN n59 n100 up
1319.0999999998958 CONN n81 n29 down
1320.0999999998949 CONN n14 n104 down
1328.9999999998868 CONN n74 n67 down
1329.1999999998866 CONN n266 n14 down
1331.2999999998847 CONN n257 n221 up
1334.0999999998821 CONN n81 n323 down
1334.6999999998816 CONN n78 n319 down
1334.9999999998813 CONN n7 n221 up
1335.7999999998806 CONN n162 n294 up
1335.9999999998804 CONN n100 n59 down
1338.699999999878 CONN n349 n104 down
1339.699999999877 CONN n29 n1 down
1340.9999999998759 CONN n275 n163 up
1341.0999999998758 CONN n29 n266 down
1344.2999999998729 CONN n212 n38 down
1345.9999999998713 CONN n98 n353 down
1346.1999999998711 CONN n104 n290 down
1350.9999999998668 CONN n152 n328 down
1351.899999999866 CONN n75 n353 down
1353.4999999998645 CONN n212 n327 up
1354.3999999998637 CONN n29 n20 down
1355.8999999998623 CONN n163 n275 down
1358.0999999998603 CONN n266 n323 down
1358.5999999998598 CONN n221 n257 down
1361.799999999857 CONN n224 n162 up
1365.6999999998534 CONN n331 n78 up
1365.8999999998532 CONN n294 n224 up
1367.7999999998515 CONN n7 n257 down
1368.299999999851 CONN n290 n349 down
1368.4999999998508 CONN n67 n354 up
1369.49999999985 CONN n75 n195 down
1369.5999999998498 CONN n188 n74 up
1370.0999999998494 CONN n1 n266 down
1372.5999999998471 CONN n294 n162 down
1373.5999999998462 CONN n224 n162 down
1377.199999999843 CONN n266 n20 down
1377.199999999843 CONN n266 n7 up
1378.3999999998418 CONN n266 n221 up
1379.6999999998407 CONN n260 n247 up
1380.0999999998403 CONN n311 n260 up
1380.0999999998403 CONN n81 n20 down
1380.0999999998403 CONN n7 n266 down
1384.0999999998367 CONN n81 n1 down
1384.1999999998366 CONN n247 n84 up
1384.699999999836 CONN n67 n354 down
1386.0999999998348 CONN n88 n94 up
1386.7999999998342 CONN n327 n212 down
1387.2999999998337 CONN n266 n257 up
1388.099999999833 CONN n311 n349 up
1389.3999999998318 CONN n354 n74 up
1391.49999999983 CONN n16 n335 down
1393.0999999998285 CONN n7 n221 down
1393.0999999998285 CONN n266 n221 down
1393.1999999998284 CONN n323 n1 down
1394.599999999827 CONN n260 n349 up
1394.699999999827 CONN n104 n290 up
1396.0999999998257 CONN n354 n188 up
1397.999999999824 CONN n162 n81 up
1398.099999999824 CONN n162 n266 up
1399.9999999998222 CONN n327 n38 up
1401.5999999998207 CONN n224 n98 up
1402.6999999998197 CONN n14 n29 down
1403.1999999998193 CONN n247 n260 down
1404.599999999818 CONN n294 n257 up
1404.7999999998178 CONN n257 n266 down
1405.0999999998176 CONN n88 n94 down
1406.1999999998166 CONN n162 n266 down
1407.5999999998153 CONN n20 n14 down
1408.0999999998148 CONN n98 n75 down
1408.899999999814 CONN n224 n294 down
1408.899999999814 CONN n74 n354 down
1409.1999999998138 CONN n65 n301 up
1410.6999999998125 CONN n78 n331 down
1412.399999999811 CONN n353 n195 down
1414.1999999998093 CONN n85 n149 up
1415.9999999998076 CONN n188 n354 down
1417.9999999998058 CONN n162 n81 down
1419.999999999804 CONN n65 n301 down
1423.399999999801 CONN n162 n1 up
1424.3999999998 CONN n290 n29 down
1425.0999999997994 CONN n311 n260 down
1428.0999999997966 CONN n260 n29 up
1428.2999999997965 CONN n162 n20 up
1428.4999999997963 CONN n85 n149 down
1429.899999999795 CONN n335 n14 up
1430.2999999997946 CONN n195 n224 up
1430.999999999794 CONN n311 n247 up
1431.2999999997937 CONN n361 n67 up
1432.099999999793 CONN n257 n294 down
1433.4999999997917 CONN n75 n266 up
1437.3999999997882 CONN n208 n328 up
1441.1999999997847 CONN n84 n247 down
1441.4999999997844 CONN n29 n323 down
1443.6999999997824 CONN n104 n290 down
1444.4999999997817 CONN n323 n14 down
1444.5999999997816 CONN n81 n294 up
1447.1999999997793 CONN n328 n208 down
1448.2999999997783 CONN n67 n361 down
1453.099999999774 CONN n104 n84 up
1453.6999999997734 CONN n294 n266 up
1454.5999999997725 CONN n77 n16 up
1465.8999999997623 CONN n349 n29 up
1468.1999999997602 CONN n29 n84 up
1468.9999999997594 CONN n20 n162 down
1469.2999999997592 CONN n162 n20 up
1475.3999999997536 CONN n361 n188 up
1475.4999999997535 CONN n74 n361 up
1477.7999999997514 CONN n294 n75 up
1478.399999999751 CONN n224 n195 down
1483.0999999997466 CONN n84 n29 down
1483.9999999997458 CONN n349 n311 down
1485.3999999997445 CONN n75 n294 down
1485.6999999997443 CONN n98 n195 down
1485.999999999744 CONN n327 n38 down
1486.999999999743 CONN n162 n20 down
1488.6999999997415 CONN n260 n29 down
1489.7999999997405 CONN n1 n162 down
1490.1999999997402 CONN n311 n29 up
1490.4999999997399 CONN n29 n247 up
1493.8999999997368 CONN n208 n328 up
1494.9999999997358 CONN n323 n20 down
1496.6999999997342 CONN n1 n260 up
1498.3999999997327 CONN n260 n349 down
1499.199999999732 CONN n188 n361 down
1500.6999999997306 CONN n266 n81 down
1502.0999999997293 CONN n162 n1 up
1503.9999999997276 CONN n361 n74 down
1504.9999999997267 CONN n75 n266 down
